ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
656,2024-10-14,Paraguay,Encarnacion,Lucia Lopez,Impresora,Oficina,5,774.52,3872.6,Maritimo,Cancelado
657,2024-08-31,Brasil,Rio de Janeiro,Carlos Lopez,Laptop,Electronica,1,900.45,900.45,Terrestre,En transito
658,2025-01-22,Chile,Valparaiso,Lucia Lopez,Auriculares,Accesorios,1,747.28,747.28,Aereo,Pendiente
659,2024-02-21,Argentina,Rosario,Laura Garcia,Teclado,Accesorios,4,263.03,1052.12,Maritimo,En transito
660,2025-02-21,Colombia,Cali,Pedro Martinez,Escritorio,Muebles,2,94.47,188.94,Maritimo,Cancelado
661,2024-02-23,Argentina,Cordoba,Juan Garcia,Teclado,Accesorios,3,1005.78,3017.34,Aereo,Entregado
662,2024-10-16,Ecuador,Quito,Maria Sanchez,Silla ergonomica,Muebles,4,580.66,2322.64,Terrestre,En transito
663,2024-03-06,Argentina,Buenos Aires,Carlos Sanchez,Escritorio,Muebles,4,1000.52,4002.08,Maritimo,Cancelado
664,2025-01-21,Peru,Arequipa,Ana Martinez,Laptop,Electronica,4,405.07,1620.28,Terrestre,En transito
665,2025-01-25,Bolivia,La Paz,Lucia Sanchez,Laptop,Electronica,4,696.52,2786.08,Maritimo,Pendiente
666,2024-07-16,Ecuador,Guayaquil,Pedro Perez,Monitor,Electronica,1,52.73,52.73,Maritimo,Cancelado
667,2024-09-09,Ecuador,Guayaquil,Juan Martinez,Tablet,Electronica,1,240.25,240.25,Aereo,Pendiente
668,2024-12-23,Venezuela,Caracas,Ana Martinez,Tablet,Electronica,2,628.06,1256.12,Maritimo,Cancelado
669,2024-03-19,Peru,Cusco,Ana Rodriguez,Celular,Electronica,4,583.38,2333.52,Aereo,En transito
670,2024-12-28,Colombia,Bogota,Luis Martinez,Auriculares,Accesorios,1,1021.51,1021.51,Maritimo,Entregado
671,2025-03-12,Brasil,Sao Paulo,Laura Martinez,Celular,Electronica,4,302.71,1210.84,Aereo,Cancelado
672,2024-07-29,Peru,Cusco,Maria Garcia,Celular,Electronica,2,566.3,1132.6,Maritimo,Entregado
673,2024-05-08,Paraguay,Encarnacion,Juan Martinez,Monitor,Electronica,4,506.76,2027.04,Terrestre,En transito
674,2024-03-03,Brasil,Sao Paulo,Lucia Perez,Escritorio,Muebles,2,1053.03,2106.06,Terrestre,Entregado
675,2025-03-05,Bolivia,La Paz,Maria Perez,Auriculares,Accesorios,2,197.24,394.48,Maritimo,Pendiente
676,2024-07-10,Brasil,Rio de Janeiro,Carlos Lopez,Silla ergonomica,Muebles,1,743.31,743.31,Aereo,Cancelado
677,2024-09-18,Colombia,Medellin,Maria Garcia,Silla ergonomica,Muebles,3,597.26,1791.78,Terrestre,En transito
678,2024-02-12,Argentina,Buenos Aires,Laura Rodriguez,Escritorio,Muebles,1,58.94,58.94,Aereo,Entregado
679,2024-06-15,Uruguay,Paysandu,Maria Sanchez,Tablet,Electronica,5,1166.42,5832.1,Terrestre,Pendiente
680,2025-01-01,Chile,Concepcion,Pedro Rodriguez,Silla ergonomica,Muebles,3,238.51,715.53,Terrestre,Entregado
681,2024-08-12,Chile,Valparaiso,Ana Perez,Impresora,Oficina,1,1172.32,1172.32,Aereo,En transito
682,2024-07-08,Chile,Concepcion,Lucia Garcia,Escritorio,Muebles,1,642.02,642.02,Terrestre,Pendiente
683,2024-12-24,Argentina,Rosario,Laura Garcia,Auriculares,Accesorios,5,469.99,2349.95,Aereo,Pendiente
684,2024-01-27,Brasil,Rio de Janeiro,Ana Rodriguez,Escritorio,Muebles,4,856.9,3427.6,Aereo,En transito
685,2024-05-11,Colombia,Cali,Laura Lopez,Laptop,Electronica,4,914.18,3656.72,Aereo,Cancelado
686,2024-02-15,Bolivia,Cochabamba,Pedro Rodriguez,Auriculares,Accesorios,2,38.66,77.32,Maritimo,Entregado
687,2024-11-09,Bolivia,Santa Cruz,Laura Martinez,Camara,Electronica,5,267.25,1336.25,Aereo,Entregado
688,2024-06-20,Ecuador,Cuenca,Luis Lopez,Monitor,Electronica,2,224.2,448.4,Aereo,En transito
689,2024-08-24,Chile,Valparaiso,Juan Martinez,Escritorio,Muebles,3,993.97,2981.91,Aereo,Entregado
690,2024-04-11,Colombia,Medellin,Laura Sanchez,Auriculares,Accesorios,4,782.62,3130.48,Terrestre,Cancelado
691,2024-10-16,Venezuela,Valencia,Carlos Lopez,Silla ergonomica,Muebles,4,240.56,962.24,Aereo,Pendiente
692,2024-06-02,Paraguay,Encarnacion,Juan Martinez,Auriculares,Accesorios,5,617.25,3086.25,Terrestre,Cancelado
693,2024-12-25,Uruguay,Salto,Pedro Sanchez,Tablet,Electronica,4,401.85,1607.4,Maritimo,Cancelado
694,2024-02-20,Colombia,Medellin,Maria Garcia,Celular,Electronica,5,1042.07,5210.35,Aereo,En transito
695,2024-10-01,Bolivia,Santa Cruz,Luis Rodriguez,Escritorio,Muebles,1,504.6,504.6,Terrestre,En transito
696,2024-04-12,Bolivia,La Paz,Juan Martinez,Teclado,Accesorios,3,884.82,2654.46,Terrestre,Entregado
697,2025-02-24,Ecuador,Quito,Ana Perez,Laptop,Electronica,2,608.59,1217.18,Maritimo,Entregado
698,2025-03-15,Paraguay,Asuncion,Juan Rodriguez,Silla ergonomica,Muebles,2,756.26,1512.52,Terrestre,En transito
699,2024-06-10,Uruguay,Salto,Maria Perez,Teclado,Accesorios,3,819.51,2458.53,Aereo,Entregado
700,2025-02-27,Venezuela,Valencia,Maria Rodriguez,Tablet,Electronica,4,982.88,3931.52,Terrestre,Pendiente
701,2024-07-02,Chile,Concepcion,Juan Rodriguez,Auriculares,Accesorios,2,143.78,287.56,Maritimo,Cancelado
702,2024-10-17,Uruguay,Paysandu,Juan Lopez,Laptop,Electronica,4,1065.72,4262.88,Maritimo,Pendiente
703,2024-03-24,Uruguay,Paysandu,Juan Lopez,Laptop,Electronica,5,993.38,4966.9,Aereo,Pendiente
704,2024-06-12,Ecuador,Quito,Pedro Sanchez,Monitor,Electronica,4,263.35,1053.4,Maritimo,Pendiente
705,2024-04-03,Colombia,Medellin,Maria Garcia,Auriculares,Accesorios,2,1148.68,2297.36,Maritimo,En transito
706,2024-03-23,Paraguay,Ciudad del Este,Carlos Martinez,Impresora,Oficina,4,150.29,601.16,Terrestre,Entregado
707,2025-01-22,Bolivia,La Paz,Ana Rodriguez,Impresora,Oficina,5,141.89,709.45,Aereo,Entregado
708,2025-02-15,Ecuador,Cuenca,Maria Garcia,Monitor,Electronica,2,69.43,138.86,Maritimo,Cancelado
709,2024-09-15,Chile,Valparaiso,Luis Garcia,Camara,Electronica,4,71.42,285.68,Terrestre,Entregado
710,2024-06-20,Argentina,Cordoba,Ana Garcia,Teclado,Accesorios,1,810.24,810.24,Maritimo,Cancelado
711,2025-02-23,Bolivia,Cochabamba,Pedro Sanchez,Escritorio,Muebles,3,1007.12,3021.36,Maritimo,Cancelado
712,2025-03-01,Venezuela,Caracas,Lucia Rodriguez,Teclado,Accesorios,3,386.4,1159.2,Aereo,Pendiente
713,2024-01-29,Bolivia,Cochabamba,Luis Garcia,Monitor,Electronica,5,872.55,4362.75,Maritimo,Cancelado
714,2024-12-05,Paraguay,Ciudad del Este,Ana Martinez,Tablet,Electronica,1,948.82,948.82,Aereo,En transito
715,2025-02-17,Venezuela,Valencia,Luis Lopez,Tablet,Electronica,4,489.59,1958.36,Maritimo,En transito
716,2024-04-26,Uruguay,Salto,Maria Sanchez,Celular,Electronica,2,572.17,1144.34,Maritimo,Pendiente
717,2024-09-09,Brasil,Sao Paulo,Pedro Perez,Celular,Electronica,1,660.45,660.45,Aereo,En transito
718,2024-08-05,Chile,Santiago,Maria Rodriguez,Auriculares,Accesorios,1,541.68,541.68,Aereo,En transito
719,2024-09-26,Paraguay,Asuncion,Lucia Lopez,Auriculares,Accesorios,3,452.01,1356.03,Aereo,Pendiente
720,2024-01-04,Ecuador,Cuenca,Ana Garcia,Impresora,Oficina,3,63.88,191.64,Aereo,Cancelado
721,2024-04-28,Ecuador,Guayaquil,Laura Martinez,Laptop,Electronica,2,214.41,428.82,Terrestre,Entregado
722,2024-10-14,Brasil,Rio de Janeiro,Carlos Garcia,Celular,Electronica,1,177,177,Terrestre,Pendiente
723,2024-07-26,Paraguay,Asuncion,Laura Sanchez,Impresora,Oficina,3,781.96,2345.88,Maritimo,En transito
724,2024-04-24,Argentina,Cordoba,Pedro Perez,Laptop,Electronica,2,669.62,1339.24,Maritimo,En transito
725,2024-12-25,Ecuador,Cuenca,Luis Garcia,Monitor,Electronica,3,148.36,445.08,Maritimo,Cancelado
726,2024-04-05,Colombia,Bogota,Lucia Lopez,Teclado,Accesorios,2,76.87,153.74,Maritimo,Pendiente
727,2024-03-14,Bolivia,Santa Cruz,Carlos Garcia,Celular,Electronica,1,145.18,145.18,Maritimo,Entregado
728,2024-06-13,Brasil,Rio de Janeiro,Juan Garcia,Teclado,Accesorios,1,725.01,725.01,Terrestre,Entregado
729,2024-12-23,Ecuador,Guayaquil,Laura Lopez,Silla ergonomica,Muebles,4,1149.49,4597.96,Terrestre,En transito
730,2024-08-23,Peru,Lima,Luis Sanchez,Silla ergonomica,Muebles,3,912.27,2736.81,Aereo,Pendiente
731,2024-10-25,Argentina,Buenos Aires,Lucia Lopez,Impresora,Oficina,2,865.39,1730.78,Terrestre,Pendiente
732,2025-01-03,Colombia,Medellin,Maria Rodriguez,Escritorio,Muebles,4,1168.07,4672.28,Terrestre,En transito
733,2024-07-31,Brasil,Brasilia,Maria Sanchez,Silla ergonomica,Muebles,1,952.46,952.46,Maritimo,En transito
734,2024-03-15,Ecuador,Guayaquil,Maria Rodriguez,Impresora,Oficina,2,584.68,1169.36,Maritimo,Entregado
735,2024-02-05,Brasil,Brasilia,Juan Perez,Escritorio,Muebles,1,945.25,945.25,Terrestre,Cancelado
736,2025-03-04,Argentina,Buenos Aires,Luis Garcia,Celular,Electronica,3,69.61,208.83,Terrestre,Pendiente
737,2024-12-20,Uruguay,Montevideo,Laura Garcia,Silla ergonomica,Muebles,4,117.07,468.28,Aereo,Cancelado
738,2024-01-04,Uruguay,Montevideo,Luis Martinez,Tablet,Electronica,4,1191.29,4765.16,Terrestre,Cancelado
739,2024-04-27,Ecuador,Cuenca,Laura Sanchez,Camara,Electronica,4,385.5,1542,Aereo,Entregado
740,2024-08-13,Paraguay,Encarnacion,Ana Rodriguez,Celular,Electronica,1,444.19,444.19,Maritimo,Cancelado
741,2024-10-30,Paraguay,Asuncion,Laura Martinez,Escritorio,Muebles,4,559.22,2236.88,Terrestre,En transito
742,2025-03-03,Venezuela,Caracas,Juan Garcia,Auriculares,Accesorios,2,914.53,1829.06,Terrestre,En transito
743,2024-09-22,Chile,Santiago,Ana Perez,Auriculares,Accesorios,1,125.41,125.41,Maritimo,Pendiente
744,2025-02-28,Venezuela,Maracaibo,Luis Lopez,Camara,Electronica,2,927.43,1854.86,Terrestre,Cancelado
745,2025-01-16,Bolivia,Cochabamba,Maria Garcia,Camara,Electronica,3,440.98,1322.94,Terrestre,En transito
746,2024-01-02,Uruguay,Paysandu,Maria Lopez,Silla ergonomica,Muebles,5,249.96,1249.8,Aereo,En transito
747,2024-09-16,Paraguay,Asuncion,Lucia Sanchez,Silla ergonomica,Muebles,4,376.58,1506.32,Terrestre,Cancelado
748,2024-08-26,Chile,Valparaiso,Ana Sanchez,Camara,Electronica,2,883.28,1766.56,Terrestre,Pendiente
749,2024-05-03,Bolivia,Santa Cruz,Pedro Garcia,Auriculares,Accesorios,4,124.32,497.28,Aereo,En transito
750,2024-08-17,Uruguay,Salto,Laura Perez,Silla ergonomica,Muebles,2,624.52,1249.04,Aereo,En transito
751,2024-08-11,Venezuela,Maracaibo,Juan Sanchez,Tablet,Electronica,5,215.36,1076.8,Maritimo,En transito
752,2024-01-12,Chile,Santiago,Ana Perez,Impresora,Oficina,1,1185.48,1185.48,Terrestre,Entregado
753,2024-04-25,Paraguay,Ciudad del Este,Juan Rodriguez,Tablet,Electronica,5,689.59,3447.95,Terrestre,Pendiente
754,2024-12-13,Venezuela,Valencia,Maria Rodriguez,Monitor,Electronica,3,32.53,97.59,Maritimo,Pendiente
755,2024-08-11,Bolivia,La Paz,Laura Lopez,Auriculares,Accesorios,5,260.48,1302.4,Aereo,En transito
756,2024-04-29,Paraguay,Encarnacion,Lucia Sanchez,Monitor,Electronica,3,921.92,2765.76,Terrestre,Cancelado
757,2024-11-25,Bolivia,Santa Cruz,Carlos Rodriguez,Auriculares,Accesorios,2,704.39,1408.78,Terrestre,Entregado
758,2025-01-23,Paraguay,Asuncion,Laura Sanchez,Tablet,Electronica,3,1188.09,3564.27,Maritimo,En transito
759,2024-01-24,Uruguay,Salto,Laura Sanchez,Laptop,Electronica,3,204.5,613.5,Aereo,Entregado
760,2024-04-11,Peru,Arequipa,Maria Garcia,Escritorio,Muebles,5,962.66,4813.3,Terrestre,Pendiente
761,2024-08-30,Brasil,Rio de Janeiro,Carlos Lopez,Camara,Electronica,2,1124.59,2249.18,Aereo,Cancelado
762,2024-09-27,Paraguay,Asuncion,Juan Lopez,Teclado,Accesorios,1,679.57,679.57,Aereo,Cancelado
763,2024-01-25,Paraguay,Ciudad del Este,Luis Perez,Auriculares,Accesorios,3,836.45,2509.35,Maritimo,Cancelado
764,2024-09-15,Chile,Santiago,Laura Rodriguez,Tablet,Electronica,2,752.18,1504.36,Aereo,Cancelado
765,2024-09-29,Peru,Cusco,Maria Perez,Silla ergonomica,Muebles,1,374.21,374.21,Aereo,Pendiente
766,2024-03-17,Chile,Valparaiso,Pedro Sanchez,Celular,Electronica,2,866.7,1733.4,Terrestre,En transito
767,2025-03-23,Argentina,Buenos Aires,Juan Rodriguez,Silla ergonomica,Muebles,2,136.21,272.42,Aereo,Cancelado
768,2024-07-28,Paraguay,Encarnacion,Pedro Garcia,Escritorio,Muebles,5,47.82,239.1,Maritimo,Entregado
769,2024-05-30,Argentina,Rosario,Maria Lopez,Celular,Electronica,2,756.64,1513.28,Maritimo,Pendiente
770,2024-10-12,Brasil,Brasilia,Luis Sanchez,Escritorio,Muebles,3,1112.73,3338.19,Maritimo,En transito
771,2024-08-30,Argentina,Rosario,Laura Sanchez,Tablet,Electronica,3,503.2,1509.6,Aereo,Entregado
772,2024-02-25,Venezuela,Maracaibo,Luis Garcia,Silla ergonomica,Muebles,2,333.79,667.58,Maritimo,Cancelado
773,2024-03-01,Bolivia,La Paz,Juan Sanchez,Auriculares,Accesorios,2,851.31,1702.62,Aereo,Entregado
774,2024-03-02,Chile,Concepcion,Maria Sanchez,Impresora,Oficina,3,510.66,1531.98,Maritimo,En transito
775,2024-01-16,Ecuador,Cuenca,Luis Martinez,Celular,Electronica,5,107.12,535.6,Terrestre,En transito
776,2024-10-16,Paraguay,Encarnacion,Pedro Sanchez,Escritorio,Muebles,4,106.06,424.24,Maritimo,Entregado
777,2025-03-12,Venezuela,Maracaibo,Pedro Sanchez,Auriculares,Accesorios,1,32.25,32.25,Maritimo,Pendiente
778,2024-10-07,Brasil,Sao Paulo,Maria Martinez,Teclado,Accesorios,5,1026.74,5133.7,Aereo,En transito
779,2025-03-07,Bolivia,Cochabamba,Laura Sanchez,Auriculares,Accesorios,3,398.83,1196.49,Terrestre,Entregado
780,2024-12-09,Bolivia,Cochabamba,Lucia Martinez,Laptop,Electronica,5,396.37,1981.85,Terrestre,Cancelado
781,2024-03-14,Uruguay,Montevideo,Maria Sanchez,Impresora,Oficina,3,406.44,1219.32,Aereo,En transito
782,2024-11-01,Peru,Lima,Juan Garcia,Camara,Electronica,1,65.58,65.58,Aereo,Pendiente
783,2024-01-10,Venezuela,Maracaibo,Pedro Martinez,Laptop,Electronica,3,243.83,731.49,Aereo,Cancelado
784,2025-01-14,Bolivia,Cochabamba,Ana Lopez,Silla ergonomica,Muebles,5,1019.77,5098.85,Terrestre,Entregado
785,2024-07-29,Bolivia,La Paz,Laura Perez,Laptop,Electronica,1,947.16,947.16,Aereo,En transito
786,2024-05-21,Chile,Santiago,Pedro Garcia,Escritorio,Muebles,4,41.38,165.52,Maritimo,Pendiente
787,2024-05-31,Ecuador,Guayaquil,Lucia Lopez,Silla ergonomica,Muebles,4,25.29,101.16,Maritimo,Entregado
788,2024-09-15,Venezuela,Maracaibo,Laura Garcia,Auriculares,Accesorios,4,612.84,2451.36,Terrestre,Cancelado
789,2024-11-16,Ecuador,Cuenca,Ana Sanchez,Tablet,Electronica,4,750.66,3002.64,Aereo,Pendiente
790,2024-06-16,Venezuela,Maracaibo,Maria Martinez,Tablet,Electronica,2,175.9,351.8,Terrestre,Cancelado
791,2024-06-20,Paraguay,Asuncion,Pedro Sanchez,Camara,Electronica,5,328.96,1644.8,Aereo,En transito
792,2024-08-11,Colombia,Bogota,Luis Sanchez,Celular,Electronica,4,624.31,2497.24,Aereo,Entregado
793,2024-03-02,Ecuador,Guayaquil,Laura Garcia,Silla ergonomica,Muebles,5,632.05,3160.25,Aereo,En transito
794,2025-03-20,Colombia,Cali,Luis Garcia,Teclado,Accesorios,4,973.81,3895.24,Maritimo,Entregado
795,2024-08-13,Argentina,Buenos Aires,Juan Lopez,Teclado,Accesorios,5,199.23,996.15,Terrestre,Cancelado
796,2024-06-22,Ecuador,Guayaquil,Ana Garcia,Teclado,Accesorios,4,379.33,1517.32,Maritimo,En transito
797,2025-02-04,Uruguay,Salto,Carlos Garcia,Auriculares,Accesorios,1,89.01,89.01,Maritimo,Entregado
798,2024-05-16,Venezuela,Maracaibo,Lucia Sanchez,Teclado,Accesorios,3,729.83,2189.49,Maritimo,Entregado
799,2025-03-20,Venezuela,Caracas,Maria Rodriguez,Teclado,Accesorios,3,413.71,1241.13,Terrestre,Cancelado
800,2024-02-20,Argentina,Cordoba,Carlos Martinez,Auriculares,Accesorios,5,834.37,4171.85,Maritimo,En transito
801,2024-04-07,Ecuador,Cuenca,Maria Lopez,Laptop,Electronica,1,1170.23,1170.23,Aereo,En transito
802,2024-02-07,Brasil,Sao Paulo,Lucia Lopez,Celular,Electronica,4,93.93,375.72,Terrestre,Cancelado
803,2025-03-22,Venezuela,Caracas,Ana Rodriguez,Silla ergonomica,Muebles,2,855.25,1710.5,Maritimo,Entregado
804,2024-03-13,Chile,Santiago,Laura Lopez,Laptop,Electronica,1,431.76,431.76,Aereo,En transito
805,2024-07-23,Colombia,Cali,Juan Garcia,Teclado,Accesorios,2,778.28,1556.56,Aereo,Cancelado
806,2024-03-07,Brasil,Brasilia,Juan Martinez,Tablet,Electronica,1,450.66,450.66,Aereo,Pendiente
807,2024-12-22,Uruguay,Paysandu,Carlos Garcia,Auriculares,Accesorios,2,1159.28,2318.56,Aereo,En transito
808,2024-03-05,Bolivia,La Paz,Lucia Lopez,Impresora,Oficina,1,565.12,565.12,Terrestre,En transito
809,2024-10-11,Venezuela,Caracas,Pedro Martinez,Laptop,Electronica,2,467.28,934.56,Terrestre,En transito
810,2024-10-12,Venezuela,Valencia,Maria Rodriguez,Tablet,Electronica,5,663.53,3317.65,Maritimo,Entregado
811,2024-08-11,Argentina,Rosario,Luis Martinez,Laptop,Electronica,2,824.1,1648.2,Maritimo,En transito
812,2024-11-07,Paraguay,Encarnacion,Laura Garcia,Teclado,Accesorios,3,1139.24,3417.72,Maritimo,Entregado
813,2024-01-21,Colombia,Cali,Lucia Rodriguez,Monitor,Electronica,4,679.59,2718.36,Maritimo,En transito
814,2024-08-13,Paraguay,Encarnacion,Maria Sanchez,Auriculares,Accesorios,2,632.07,1264.14,Aereo,Pendiente
815,2024-06-27,Peru,Arequipa,Laura Rodriguez,Impresora,Oficina,1,595.01,595.01,Aereo,En transito
816,2024-09-24,Chile,Santiago,Juan Lopez,Silla ergonomica,Muebles,5,864.01,4320.05,Terrestre,Cancelado
817,2024-08-17,Brasil,Brasilia,Ana Rodriguez,Escritorio,Muebles,1,1140.18,1140.18,Aereo,En transito
818,2025-02-16,Uruguay,Paysandu,Ana Lopez,Laptop,Electronica,5,202.14,1010.7,Maritimo,Cancelado
819,2024-08-21,Venezuela,Valencia,Pedro Lopez,Impresora,Oficina,5,956.01,4780.05,Maritimo,Cancelado
820,2024-01-30,Colombia,Medellin,Luis Rodriguez,Celular,Electronica,1,679.72,679.72,Aereo,En transito
821,2024-04-02,Uruguay,Salto,Ana Martinez,Celular,Electronica,1,488.43,488.43,Maritimo,En transito
822,2024-05-19,Uruguay,Paysandu,Lucia Sanchez,Auriculares,Accesorios,4,601.77,2407.08,Aereo,Cancelado
823,2024-02-06,Bolivia,Santa Cruz,Maria Sanchez,Celular,Electronica,3,83.85,251.55,Terrestre,Pendiente
824,2024-03-05,Colombia,Medellin,Lucia Rodriguez,Escritorio,Muebles,4,671.23,2684.92,Maritimo,Pendiente
825,2024-12-10,Ecuador,Guayaquil,Carlos Perez,Auriculares,Accesorios,1,460.12,460.12,Terrestre,Entregado
826,2024-03-13,Uruguay,Montevideo,Carlos Perez,Escritorio,Muebles,1,575.62,575.62,Aereo,Pendiente
827,2025-03-14,Argentina,Rosario,Ana Perez,Impresora,Oficina,4,986.24,3944.96,Maritimo,Entregado
828,2024-04-05,Uruguay,Montevideo,Carlos Rodriguez,Auriculares,Accesorios,2,885.81,1771.62,Aereo,En transito
829,2024-07-03,Peru,Cusco,Maria Perez,Teclado,Accesorios,5,892.9,4464.5,Aereo,En transito
830,2024-12-14,Ecuador,Guayaquil,Pedro Garcia,Laptop,Electronica,5,1089.87,5449.35,Maritimo,Pendiente
831,2024-03-22,Paraguay,Ciudad del Este,Laura Sanchez,Camara,Electronica,4,464.03,1856.12,Aereo,Pendiente
832,2024-01-25,Argentina,Cordoba,Maria Lopez,Teclado,Accesorios,5,552.57,2762.85,Maritimo,Entregado
833,2024-01-21,Bolivia,Cochabamba,Laura Lopez,Monitor,Electronica,3,72.92,218.76,Maritimo,Cancelado
834,2024-03-29,Bolivia,Santa Cruz,Carlos Perez,Silla ergonomica,Muebles,2,1016.91,2033.82,Terrestre,Cancelado
835,2024-07-10,Uruguay,Salto,Lucia Martinez,Monitor,Electronica,1,746.85,746.85,Terrestre,En transito
836,2024-05-21,Paraguay,Asuncion,Carlos Sanchez,Laptop,Electronica,3,796.23,2388.69,Maritimo,Entregado
837,2024-12-16,Argentina,Rosario,Juan Martinez,Camara,Electronica,2,205.1,410.2,Maritimo,En transito
838,2024-05-12,Ecuador,Quito,Laura Perez,Teclado,Accesorios,3,449.61,1348.83,Aereo,Entregado
839,2024-12-08,Brasil,Rio de Janeiro,Luis Rodriguez,Celular,Electronica,4,744.53,2978.12,Aereo,Entregado
840,2024-01-30,Brasil,Brasilia,Maria Sanchez,Celular,Electronica,2,659.55,1319.1,Terrestre,Entregado
841,2024-12-12,Peru,Cusco,Luis Lopez,Tablet,Electronica,5,404.87,2024.35,Aereo,En transito
842,2024-10-01,Bolivia,Cochabamba,Maria Garcia,Celular,Electronica,2,1055.45,2110.9,Terrestre,Entregado
843,2025-03-08,Venezuela,Valencia,Luis Sanchez,Camara,Electronica,1,547.18,547.18,Maritimo,Cancelado
844,2024-12-22,Argentina,Rosario,Luis Lopez,Impresora,Oficina,5,1164.86,5824.3,Terrestre,Cancelado
845,2024-09-12,Argentina,Rosario,Juan Perez,Auriculares,Accesorios,4,708.94,2835.76,Maritimo,Cancelado
846,2024-02-04,Colombia,Medellin,Luis Perez,Tablet,Electronica,4,139.71,558.84,Terrestre,Entregado
847,2024-05-03,Chile,Concepcion,Luis Garcia,Laptop,Electronica,4,627.9,2511.6,Terrestre,Entregado
848,2025-01-08,Uruguay,Montevideo,Lucia Martinez,Tablet,Electronica,3,1196.4,3589.2,Maritimo,En transito
849,2024-01-10,Bolivia,Santa Cruz,Lucia Sanchez,Escritorio,Muebles,2,329.23,658.46,Terrestre,En transito
850,2024-04-26,Venezuela,Caracas,Laura Lopez,Celular,Electronica,1,170.35,170.35,Terrestre,Entregado
851,2024-09-10,Uruguay,Paysandu,Pedro Sanchez,Camara,Electronica,5,654.61,3273.05,Terrestre,Entregado
852,2024-07-06,Paraguay,Encarnacion,Pedro Garcia,Escritorio,Muebles,2,245.27,490.54,Terrestre,En transito
853,2024-04-26,Chile,Santiago,Maria Perez,Monitor,Electronica,1,1130.43,1130.43,Aereo,Entregado
854,2024-06-30,Venezuela,Valencia,Ana Martinez,Camara,Electronica,5,995.32,4976.6,Terrestre,Entregado
855,2025-03-19,Argentina,Cordoba,Ana Perez,Auriculares,Accesorios,5,1115.74,5578.7,Aereo,Pendiente
856,2024-09-24,Bolivia,Santa Cruz,Carlos Rodriguez,Monitor,Electronica,1,1013.93,1013.93,Aereo,Entregado
857,2024-11-04,Chile,Concepcion,Lucia Rodriguez,Escritorio,Muebles,4,581.91,2327.64,Aereo,En transito
858,2024-07-19,Chile,Santiago,Pedro Perez,Celular,Electronica,5,408.23,2041.15,Maritimo,En transito
859,2024-07-05,Colombia,Cali,Maria Martinez,Silla ergonomica,Muebles,3,983.24,2949.72,Maritimo,Cancelado
860,2025-02-12,Uruguay,Salto,Maria Garcia,Laptop,Electronica,2,842.68,1685.36,Aereo,En transito
861,2024-06-15,Argentina,Buenos Aires,Maria Sanchez,Teclado,Accesorios,4,944.93,3779.72,Aereo,Cancelado
862,2024-10-16,Ecuador,Cuenca,Pedro Sanchez,Auriculares,Accesorios,5,628.07,3140.35,Maritimo,Pendiente
863,2024-03-24,Argentina,Rosario,Carlos Lopez,Silla ergonomica,Muebles,2,600.14,1200.28,Aereo,Entregado
864,2024-06-29,Bolivia,Cochabamba,Maria Perez,Celular,Electronica,1,371.92,371.92,Terrestre,Cancelado
865,2024-10-18,Peru,Arequipa,Ana Rodriguez,Escritorio,Muebles,5,471.03,2355.15,Aereo,Entregado
866,2024-01-23,Venezuela,Maracaibo,Luis Rodriguez,Celular,Electronica,3,1199.88,3599.64,Aereo,En transito
867,2024-09-23,Peru,Cusco,Laura Garcia,Auriculares,Accesorios,3,914.95,2744.85,Terrestre,Cancelado
868,2024-10-05,Uruguay,Montevideo,Pedro Perez,Tablet,Electronica,3,846.46,2539.38,Maritimo,Pendiente
869,2024-02-22,Ecuador,Quito,Maria Lopez,Teclado,Accesorios,3,685.27,2055.81,Maritimo,Pendiente
870,2024-08-26,Colombia,Medellin,Maria Garcia,Auriculares,Accesorios,3,719.02,2157.06,Terrestre,En transito
871,2024-12-20,Colombia,Medellin,Juan Lopez,Camara,Electronica,5,137.97,689.85,Maritimo,En transito
872,2024-05-20,Paraguay,Ciudad del Este,Ana Garcia,Teclado,Accesorios,3,568.06,1704.18,Aereo,Entregado
873,2024-01-02,Brasil,Rio de Janeiro,Ana Lopez,Impresora,Oficina,2,916.1,1832.2,Maritimo,En transito
874,2024-08-22,Venezuela,Valencia,Carlos Rodriguez,Impresora,Oficina,3,98.63,295.89,Terrestre,En transito
875,2024-11-26,Paraguay,Asuncion,Maria Garcia,Auriculares,Accesorios,4,658.86,2635.44,Aereo,Entregado
876,2024-06-04,Brasil,Sao Paulo,Juan Martinez,Teclado,Accesorios,3,342.07,1026.21,Maritimo,Cancelado
877,2024-10-09,Uruguay,Paysandu,Pedro Martinez,Escritorio,Muebles,2,931.65,1863.3,Aereo,Pendiente
878,2024-02-14,Venezuela,Caracas,Ana Perez,Impresora,Oficina,4,120.18,480.72,Aereo,Entregado
879,2025-01-13,Brasil,Rio de Janeiro,Pedro Lopez,Silla ergonomica,Muebles,5,118.31,591.55,Terrestre,Entregado
880,2024-06-05,Colombia,Bogota,Carlos Perez,Tablet,Electronica,3,351.73,1055.19,Aereo,Entregado
881,2024-05-09,Paraguay,Asuncion,Juan Lopez,Auriculares,Accesorios,4,1152.78,4611.12,Aereo,Entregado
